not user,"hookah is some dumb shit to smoke.  pack a bowl, pussy."
not user,Shisha is really a bop.
user,Man I want smoke hookah
not user,One thing my Bestfriend gone do is find a hookah spot 😭
user,I think i might be cool off hookah 🥴 shit be making me dumb light headed
not user,"Ever seen somebody lose their hookah pen?
 https://t.co/sdxGeUpXRO"
not user,MM965 in the Nording churchwarden to get some morning work done. #pipes #pipesmoking #tobacco #pipetobacco https://t.co/LsmUu3STiG
user,Imma be somewhere laying down on the roof smoking my hookah.  Reading tweets https://t.co/6VwEfgV9M0
user,I’m in the mood for crab legs &amp; hookah.
user,Hookah Girl 😍😮‍💨 https://t.co/pQBl218KnU
user,i want some wine &amp;&amp; hookah
user,"One thing about it; we gone catch a vibe, talk shit and smoke a hookah 😂😂"
user,I miss the hookah so much already :(
user,And drink or hookah
not user,"I want to do all the adventurous excursions, amusement parks , laser tag, water parks. Wanna do more than hookah and the clubs"
not user,got yo bitch blowing dick like a hookah stick
user,I’m waiting till my hookah come to watch BMF lol hopefully it’s up on mine
user,About to order me a hookah cause I’m bored
not user,"yall weird coming to the bar and just standing around… no drink, no ladies, no food, no water, no hookah.."
not user,@stupidwildtez So tell your friends if they smoking hookah out of plastic hoses they can get a shot or two in the arm https://t.co/h6qWjxtgWB
user,"Bitch- where da shisha.. 

pass me da hooker https://t.co/prpkBe3dhd"
user,@BeatItUpp92 I want hookah right now
not user,@DonnyDripLing Yeah leave that hookah shit alone lol
user,lmao this was me in delaware … i was like oh this lil hookah n liq is arddd
user,I’m thinking about doing my daughter first birthday party in the hookah joynt 🤔
not user,Nigga is smoking a hookah 😂😂
user,The night I don’t have my hookah I’m fake craving it 😂 like what
not user,@xkwellz I also listened to someone in ranked telling me to raze ult site when we had bomb down in hookah and I listened. I ended up roza ulting because Sage was hiding under hookah and we lost the round. Moral of the story never listen to your teammates :)
user,I need to find friends who actually smoke hookah 😭
not user,"@_janekwaaa i wanna learn how to smoke hookah so bad but, i be finna die everytime"
not user,@innercityvandal Anybody who willingly prepares a hookah must be questioned . Cause honestly
not user,Imagine being a grown man and smoking hookah with niggas 💀💀
not user,And more importantly hookah comes out the Middle East and exclusively smoked by men. Foh.
not user,I hated hookah now not so much
not user,"Happy 4th. Let’s get lit @ Andalusia Hookah, Bar &amp; Lounge https://t.co/Xx6YEU8S1o"
not user,@InFamousTianca Cause I jus feel like something’s are for women and some things are for men ya know.. I’ve NEVER seen a man smoke hookah if he wasn’t feminine
user,"I want you to be with you... In a same room with a Hookah, cigarrete, Vaping, blowing up to my face and seducing … — i may upload a smoking clip tonight just because you inspired me! thank you for the idea, darling…. i’d love to b… https://t.co/R1KOudHGkB"
not user,"""Make my own hookah"" is mad funny 😭"
not user,Once a Nigga put a Hookah in His mouth he basically telling you he Bisexual . 😹😹😹
user,The hookah lounges here are terrible… open Yabaz back up 😒
user,HOOKAH BUSSSINNNNNN
not user,Mfs up here be feeling some type of way when I say ion smoke hookah. Lemme lone
not user,"#AlFakher Orange Mint is a delicious blend of #citrus and natural #mint! Primarily sweet with the flavors of orange, you'll also experience a touch of cooling from the mint flavor throughout your session!

#Hookah #Shisha #SouthSmoke #OrangeMint #ShishaTime #HookahLounge https://t.co/TDhcgjARDW"
not user,Tonight!! #4PlayFridays 🥂🍾 || Full Kitchen &amp; Hookah Available || Late Night HH 8-10pm || Late Party 10p-3am || Complimentary Entry w/ RSVP before 11pm || RSVP Link in Bio https://t.co/UokXDwMOJL
not user,The way Santana say cucumber in shisha has me rollinggkridhd
user,@Jaymarie24 At the hookah lounge
user,Hookah Lounge don’t owe me nothing
user,Soo If I smoke my hookah I’m doing to much 😭 ?!
not user,"The table next to me have a bottle of wine and hookah at bottle blonde 

Respect"
user,Why did I just drink this coffee knowing I’m about to do hookah 😩. Mannnn. 🥺🥺🥺
user,"trying not to fall asleep in the hookah lounge.. yep, time to go home."
user,"I don’t really smoke hookah like I used to I be wanting to tho , my body just don’t feel the same"
not user,"My bf took me to this ghetto ass hookah spot in the Bronx. Niggas had their own bottles and food. Niggas was screaming from table to table, as if it was the lunch room. When I tell you I got up and walked out expeditiously. We don’t do that in queens."
user,Ahhh shut up.. Lmao all they gotta do is smoke a little hookah &amp; have the Prosecco on deck
user,Don’t blame the hookah
user,@AdhamBeydoun Break out the hooka tomorrow!!!!!
user,I know I said Virginia was dirty but I had a good ass hookah last night. 😂 I want more.
user,Nun in my bed smoking on this hookah
user,I’m thinking free hookah for happy hour who wants one
not user,"Woke up, walked down stairs and boyz taking shots of casamigos and smoking hookah smh, like everybody ain’t almost die last night😭…i be forgetting when people come in town they live the vacation life"
not user,"#allstarsundays 🐐#younggraveyard @djspinking returns to  @sugardaddysnyc 
ALL BIRTHDAYS ARE FREE WITH RSVP Doors open at 8pm
Bottles &amp; vip specials available 
Full kitchen open til late
Music by
@djastilo 
@djstaticnyc 
#food #hookah #drinks #valetparking 
RSVP @CATMAMA4LIFE https://t.co/gN8OOg11ts"
user,"I want a telly weekend getaway. Staying in, delivered food, good wine, great view &amp; some hookah...🥺"
not user,"made a lil coin helping with the hookah’s yesterday, but i had to cut my shift short… i wanted to party too lol"
not user,This dude is really out here that have his whole hookah at lake Calhoun lmao
user,"One thing about me is, ima chill at home and fire up the hookah Lol"
user,"Movies , Ciroc and Hookah 💕☺️"
not user,Bitches b smellin like reefer and hookah now 😥RT @TOO_LIVE_MILZ: Women should always smell good idc what the scenario.
not user,LAS VEGAS (@AP) - Las Vegas police say 14 people have been shot at a hookah parlor and that 1 victim died and 2 were critically injured.
user,All I want is a strawberry lemonade margarita &amp; to smoke hookah 😩😢
user,Literally played at every hookah lounge from 2012-2015 lol https://t.co/GnUGC6iQhl
not user,Nigga put that hookah down you are a man😒
not user,He gonna see this but idc 😂 this nigga really ain’t hide the lashes and hookah pen so I waited till he went to work and took a video burning the lashes into his ash tray and put the hookah pen in a water bottle 😂😂 and if you the girl I told him I’ll pay for everything
not user,@_CORLEONE____ Got me smoking hookah this weak af lol
not user,"TODAY AT 5PM 
AFTERWORK HAPPY HOUR
TUESDAY SOCIAL
 @SMOKEHOUSEATLANTA 
FOOD, DRINKS, HOOKAH SPECIALS! 
DOORS OPEN AT 5PM!
FREE ADMISSION
FREE PARKING
OPEN SEATING
GREAT VIBES ALL EVENING! 
PASS THE WORD! 
#ROCCSTAMPED® 
#ATL
#ATLANTA
#THINGSTODOINATLANTA 
#HAPPYHOURATLANTA 
… https://t.co/8RgMz0JxrZ"
not user,hookah smell like flavorec spit
user,"I mean I get it, but every restaurant isn’t a fine dining experience, some places are solely for the vibe. Sometimes I want loud R&amp;B music, hookah, and average chicken and waffles 🤷🏾‍♀️"
user,the amount of hookah tips i just pulled from my purse and car is ridiculous 😂
not user,I miss being a hookah girl 🥺
not user,"You know mfs hookah heads, when they bring the pipes to the cookout grounds to smoke lol"
not user,I don’t see what y’all see in hookah tbh
user,im addicted to my hookah
user,@Kay_Arlette Wow... guess I'll take your hookah with me too then
user,@ThatsThatGirlll It’s like a themed Halloween bar 😭 no hookah though smt
not user,"""I’m not a mile high,” said Alice.
“You are,” said the King.
“Nearly two miles high,” added the Queen.
~ Lewis Carroll

Stash jars from Twisted420Glass
https://t.co/vFABzG32DF

#Alice #T420G #madhatter #hookah #stashjar #cannabis #stash #aliceinwonderland #wonderland #nft https://t.co/CATkzppiNU"
not user,Hookah and hoochie daddy shorts is wicked. Im not even praying for better at this point. Get me tf up outta here.
user,I be in my own world w my hookah dawg
not user,The smoking &amp; hookah part 🤢 but a mf gone sip some wine tf
user,Every time I smoke my hookah i be feel sexy with my wine 🙃
not user,"ff the lady bring our drink and bring our food and we was just talking the whole time , and ff we finally left .

so we was just sitting in the car .

n: what you wan do now ?
m: they got this smoke &amp; hookah bar .
n: where it’s at ?
m: it’s like 10 minutes away from yo house ."
user,Ready to smoke hookah 🥲
not user,"Girl, it’s a 4 year old in a club with folks smoking hookah in the back and his mother shaking her ass in front of him. What else could be going on?"
user,"Be nice this summer, imagine getting shot by a nigga that smoke hookah and drink mimosas 😁🥂 https://t.co/iTXx6gZAQH"
user,Hookah and pool vibes can never go wrong
user,"2 sidecars, 3 shots and hookah on top of my day trip to six flags in jersey I’m surprised my ass is up on time."
not user,"Having 10 full hookah pulls in your 10second story is ode,"
not user,"RT: #Latin + #International - #NoCover
SNE - #TONIGHT #SATURDAY 9pm
@EclipseDiLuna #Buckhead
Indoor + Outdoor Vibe

#Music #Wine #Tapas + #DJ's
https://t.co/WXCgXfncyq

#Salsa #Birthday #Party #Tapas
#Free #SNESaturday #Patio
#Reggaeton #Hookah #June#Spring https://t.co/HkBrwT5ePu"
not user,@kittykeiy_ Lol nope no hookah
not user,I swear every single time I go to a hookah bar it feels like a scam
user,"@nnaeeeeeee If it’s a little warm and not raining I’ll suggest navy pier . Also try luxe hookah bar , it was really fun , sugar factory , shops at magnificent mile ( it’s a outdoor shopping ) I love it lol and go to the sky deck at Willis . I love Chicago , I’ve been 3 times ."
not user,"Lol its still Covid, this nigga tried to share his hookah pen! Sike I dont mf know you!"
user,@BrealBasic My real friends know I don’t smoke hookah at home
not user,Bitches be smokin hookah like it’s not a fancy cigarette 🤣🤣🤣
user,"I think I wanna do something for New Years at my house hookah , drinks &amp; vibes 🥳"
not user,"All I hear is hookah hookah hookah, section section section,bottle bottle bottle….."
not user,"Kaplowitz Media. es en FUEGO el today-o. Cigars of the Month, a new podcast episode, new on-demand video. GO GET YOU SOME. https://t.co/9wCAskpY1X (&amp;&amp;&amp; there's more coming later today!) #cigar #cigars #pipetobacco #sherlockholmes #blog #podcast #streaming"
not user,Smoking hookah is crazy.
not user,"@adoseofmeek PLS RT🍾🎉 Non Stop Brunch + Mimosas + Drink Specials + Hookah + #SunDAYFUNday #BrunchaholicsAnonymous Reservations/Info: 713.955.8946
https://t.co/cWjfaCzmQc"
user,@babygirllcheyy Don't matter uh I like good food and hookah 😋
not user,I haven’t smoked hookah since like 2018
not user,"The Calm Before The Storm! 🌞
Great Food, Good Vibes! Pull up! 💃🏽🕺🏽💃🏽

@Smokin_Aces_Hattiesburg 
340 N 25th 7pm TODAY!! 🥳 @ Smokin’ Aces Hookah Lounge https://t.co/HygtmFi0lt"
not user,"Are you looking for an eye-catching hookah!? We got the right one! The Delirium by @VaporHookahsUSA is a unique and beautiful 4-Hose hookah. Available on https://t.co/dXr6pksXXC 

#VaporHookahs #4HoseHookah #TheDelirium #Hookah #Shisha #HookahLover #GlassHookah #HookahShop https://t.co/VYBfXiftVm"
user,i should light the hookah when i get home
not user,Quiet as it’s kept hookah is the worst one.
user,Weed and capones 🤢!! Hookah pen me please
user,I grabbed me some hookah and wine. I’m so excited. I love chill shit 😭
not user,i never understood how mfs just smoke hookah in the car while they driving and shit...like y’all really different 😂😂
not user,"my mama wanna clean up , cook , match an smoke hookah an im in this bitch miserable cause i dont wanna be bothered😂😂 she want a friend tho fuck it"
not user,i bought a new incense fountain and my room smells like a hookah lounge lmao
not user,never understood the hookah obsession. that shit gives me a massive headache.
not user,Crazy how most of my generation CONDEMNS cigarettes but will smoke hookah as if it’s the healthier alternative. Shit taste like strawberry but it’ll still kill you bro
user,Apparently iam just too lit … went to a hookah club in Hollywood and No one believed I was 30 years old … lol iam taking it as a compliment.
user,Woke up cooked for myself &amp; smoked hookah (which I ain’t did since April) I must’ve felt good lol
not user,RIP Boxx Hookah with LED - https://t.co/IDHZ3VmRyF https://t.co/mqRXcJRJF6
not user,Dawg 50 never got I’ll change . Son made fun of his son for working at a hookah bar. . Nigga said “ order a watermelon hookah and watch him go get it “ lol
user,@20three_ Soon as I hit the hookah be ready to pass tf out 😭 I be cool off that
user,Somebody bring me some hookah coals pls
not user,Last Night At @mazaya.lounge The Ladies Didn’t Want To Leave!! WE BACK AT IT AGAIN THIS TUESDAY FOR #RnBTuesday #WeLiveInDaTrap @ Mazaya Hookah Lounge https://t.co/WsdDoi046b
user,need a hookah refill on a Tuesday 🤣
not user,No straight Grown ass man should  really think blowing hookah smoke and staring at a camera not saying a word is attractive? You might as well do a makeup tutorial while you’re at it
user,@_fffancy And hookah 😍
user,Taking my hookah outta retirement this summer 🤣 iykyk 🐐🐐💫
not user,As a nigga y’all don’t feel feminine asl hitting a hookah ? 😅
user,"It's crazy how shy I be at work, even though I get picked in mostly every section. I just be standing there and boom someone gone pick me. Then you gotta' dance sexy, look pretty, and smoke hookah. I don't be talking🥺😂"
user,@morgvntvylor Hookah lounge would be better than a vape shop imo lol
user,Got the hookah hanging out the jansport omw to city island
not user,This hookah flavor tastes like feet. I’m going home
not user,Lol shisha used to be a vibe na it’s just a……. Idk lmao
user,"Gave me coal for Christmas , so I made a hookah 😛 https://t.co/pa8Zg9pF63"
not user,"Starts at 4pm.
BBQ chicken, Mac n cheese, corn on the cob, boozy bottles , Cali snacks , hookah. 

We outside! Dm for addy 😜 GOOD VIBES ONLY https://t.co/5syhvIzS6q"
not user,Like it's all fun and games until you get called a bitch outside a hookah lounge and then decide to take someone's life with a nine or a .45
user,I think I’m gonna buy a hookah
not user,"@realmainfeeling @realmainfeeling 
👑 MASQUERADE PARTY 
🥂Join Us on New Year's Night For Different Kind Of Vibe 🎥

📆 JANUARY 1ST / 10PM - 4AM 

🎵 AFROBEAT - DANCEHALL- REGGAE &amp; MORE
Bar 🍹 Bottle Service 🍾 Hookah 💨 All Available 

GET YOUR EARLY BIRD TICKET HERE 
https://t.co/lcJfKOTMQp https://t.co/PL4yJgdvsl"
not user,You mean to tell me ain't NOBODY cooking today. Put the hookah down dammit.
user,J lounge was feeling like ali baba in its prime the other day 😂😂 or hooka haven
user,@ForeverFrskyFox ??? I just put weed in the hookah I ain’t know they had that
user,Shit gettin passed around like some hookah lol
user,i just swear can’t nobody make a better hookah than me
not user,"I may have to give hookah a rest for a few weeks, cause you could be chilling drunk vibin out, take a few puffs of it and now you throwing up and your head hurts."
not user,Bitches don’t even be having the sucker tips on the hookah but be putting they whole mouth on it ion like that!!😂😂😂😂😂
user,@Mr71North The hookah gona be bussin tonight. Weather good! Ppl full! Let’s vibe out
user,i need to order me some hookah
user,I need a lil drinky drink and some hookah real bad. 😭
not user,"@thequeenhoodoo PLS RT🍾🎉 Brunch + Mimosas + Drink Specials + Hookah + #SunDAYFUNday #BrunchaholicsAnonymous Reservations/Info: 713.955.8946
https://t.co/cWjfaCzmQc"
not user,My nigga hot boxin a hookah pen 😭
not user,Just posted a video @ Hookah Lounge https://t.co/ptSXSkLh8a
not user,"Why we had my 9 year old cousin drinking and smoking hookah last night LMFAOOO 
Bad ass lil kid"
user,"btw, i absolutely do take hookah flavor and charcoal as birthday gifts"
user,Good hookah and conversation makes everything better
not user,@kellocs9five @MO3_NASTY Passions Cabaret and Juceyz Hookah Lounge
not user,I haven’t smoked hookah since I found out I was pregnant January 2021. I don’t think I’m ever going back 🥴
not user,"Interesting that the non-terrorism incident at the Regents Park Mosque, which took place one day previous to the #Hanau attack on a shisha bar, where a regular worshipper stabbed the Muezzin (man who recites the call to prayer), headlined as “Terror” on two national front pages. https://t.co/6zCmjIYxY3"
user,I’m not never buying another hookah pin with 5500 puffs I be ready for a new 1 fast 🤦🏾‍♀️🤦🏾‍♀️✌🏾
user,Wine and hookah 😤
user,Don’t sleep on that hookah nie put some real gas in that bitch you gone be up there 😂😂😂🤦🏾‍♂️
user,I will no longer be smoking hookah behind a mf . I need my own cause whatttt 😵‍💫
not user,I knew hookah Dončić was gonna snap this lil winning streak
not user,I’m not arguin wit nobody that smoke hookah .. . whatever u say Absolem
not user,Tonight @lit21nj #giantsvswashington #giants #washingtonfootballteam #lit21 #newark #football #food #drinks #hookah #bottles #ItsNovaBaby @ Lit 21 https://t.co/YKPBf552uz
user,I finally got a hookah for my house 😩
user,I be wearing pocket shirts for my hookah tips for real 😩 gone
user,Bruh I need to spark my hookah and I can’t https://t.co/ouSvOwPPGu
not user,"#IconicLineup⭐️ 

Tonight
Wine Down Wednesday
(21+ happy hour vibes) 

Friday: Trending Topic
( Casual, wild hip hop vibes) 

Sat: Brunch In The City
(Upscale brunch vibes downtown) 

Sun: Boss Brunch Sundays
(Relaxed hookah, food and drink vibes) https://t.co/jUbc7gWcSh"
not user,A nigga can’t even get a shirt I can’t wait to tell my Bestf about this one 😂 over some nice hookah
not user,They don't do hookah in LA?
not user,"#CatchThis:

Since you so clean an wealthy. Let me see if your hookah water retainer clean. 👀"
user,I stg!! They only good for byob and hookah
not user,would you date dem wa shisha
not user,"@XXL They gave me the keyboard at the hookah bar, was he was on play the whole time"
user,@DauviDaDauv Like lemme explore something else besides a bottle and hookah 😂
user,Lmfaooo bitch 😎😘😘 always been handsome pooh! It was the hookah sending me
not user,Somebody in this complex is listening to Bling Bling and I wanna knock on their door with my hookah like what’s up!? https://t.co/P4jWJhWw2s
not user,@sfavenb I WILL!!!!!! but we not smoking no hookah we off that!
not user,I know I was drunk last night I didn’t smoke not 1 puff of hookah 😂 iyk me you know that’s not normal
user,Y’all I think it’s really cause I ain’t get no hookah is why I’m up 🥴😂
not user,"DJ 1UCK &amp; DJ YBK Presents Thirst Trap Thursdays The Official R &amp; B Night💃🏾ATTENTION ATTENTION THE LOCATION HAS BEEN CHANGED! Come Looking Like You Love Ya Self! Fellas 5 Til 10:30 W/ Repost! Ladies Free W/ Repost Til 10:45! We Got Hookah, Drinks, Food, &amp; Good Ass Vibes🎸 https://t.co/1Ri7ZfUHuQ"
user,Up hitting the hookah
not user,Mid praise n worship hitting the hookah is demonic
user,Y’all got hookah at home ? No? Can’t relate 🤷🏾‍♀️
not user,Just posted a photo @ Friends Hookah Lounge https://t.co/WOZsMBq4LK
not user,maan im done no i don’t wanna drink &amp; no i dont wanna smome hookah
user,Drinks and hookah would be nice 😊
user,they like we drinking tonight my head hurts from that hookah 😒
user,no one wants to do hookah I need new friends
not user,Now why would I be that happy for hookah????
not user,"@Patbagley Pat, I am curious whose face you have in the green slimy hookah?"
not user,I want nothing to do with hookah this year
user,Can’t never have enough hookah 🌬
not user,"8 people stabbed during fight at Detroit hookah bar, police say 
 https://t.co/6cBL4m8Np6"
not user,Book your party for Friday night at @TheRealSocialH1 DJ Wetli in the mix all night! Hookah provided by @offdahookah.live  message us for reservations.  No cover all night! https://t.co/GpwYKY9tk8
user,"Bubble Bath, Wine/Dusse, Hookah &amp; Some Good Food ☺️… Damn I Feel Good!"
not user,"I remember I went out with my man &amp; this man fussed at me cause I asked for some of his hookah and told me order my own, that should’ve been the first straw 😭😭😂"
user,Hookah &amp; #UFC282
not user,He called him Hookah Doncic lol
user,@celested__ Shisha !
not user,"Just got a full truck load of hookah shit stole.. truck missing 

330k in value"
not user,I mean fr thou i use to call ppl when im smoking hookah are half way inebriated but I've learned that's not a genuine or sincere call.
not user,Hookah night?🤔 we’ll see how later goes
not user,Saw the hookah girl with headphones in while there’s 2 DJs 😂
not user,Y’all still into hookah
user,i’m ready to go smoke my hookah
not user,Just posted a video @ Hookah Lounge https://t.co/bvdO0t9NwE
user,Imma turn my garage into a hookah lounge.
not user,I don’t like smoking hookah by myself after a few puffs I’m done.
not user,Only way I’m going to a hookah is if I can smoke weed in that bitch fr
user,Little shisha for Raphinha on his holidays. 💨 https://t.co/Yybq1B4ZhU
user,Hookah bussing 💨
not user,"WBW KICKOFF TOMORROW 🔥 
Everybody FREE 📌 @ Krave 
Hookah w/ Open Bar &amp; Grill 
#WelcomeBackWednesday 
 @_Sleepteam https://t.co/hEj1Wqa2LB"
user,Wine and hookah calling my name when I get off
user,Nah why my hookah hittin like this 😭😭
user,After work I’m goin to the nearest hookah bar and getting the strongest drink amen
not user,@shelbyclayton Haha he forgot the Hookah though. Can’t forget that :)
not user,"Mann liyah really had me in the hookah bar till 4am.. Bought went to sleep 3 times, I cannot hang 🤣"
user,hookah headaches are the worst
user,"Hmmm, I have a hookah hoe friend"
user,Where is a good place to go out to eat in Kentucky 😩 with liqour and hookah
user,"Just spent a productive four hours shirtless on a Zoom call smoking hookah as the sun set over the South Atlantic Ocean. 

I’m never going back to an office @JoeBiden"
user,Best thing I did was buy me a hookah
not user,You sad ultimo ain’t got hookah. Bet https://t.co/BfBs3NxDz1
not user,You be snorting hookah on your close friends lmfao
user,Hookah is so bad for you but I love it lmao
not user,Boy was hoggin the hookah ion blame em
user,I want to smoke hookah and drink wine
not user,I smoke hooka literally everyday and now I don’t wanna smoke like I used to
not user,@Mr__Soto I don’t smoke but I heard you Picasso when it comes to hookah
user,I washed my hookah pen🥺
user,Baby Pass me the hookah 😂😂😂
user,It's gone be real nice tomorrow I wanna go to a hookah lounge
not user,"Witness Thursday’s tonight w/ @djmatmatt tell your friends! 🔊🎉🍺

Kitchen open until 10pm 
Hookah by: @mtkhookah 

✨Message us for bottle service/section availability✨

#sanantonio #satx #witnessme #witnesssportingclub

📍7280 UTSA BOULEVARD, SUITE 101, SAN ANTONIO, TX 78249 https://t.co/vUDbb4nvlo"
user,I need to go buy a hookah !
not user,This generation don’t smoke cigarettes now it’s hookah.
not user,"VIP tables and Food menu for this Saturday🔥🔥🔥 We got Hookah, Food, alcohol. Upstairs/Downstairs, Rooftop. One side HIP HOP, other side AfroBeat‼️ We got everything you need in one location. No other events this day we need EVERYONE in the building💯💯🕺🏾💃🏽🕺🏾💃🏽 https://t.co/PTqjdmfMyL"
user,I wanna go outside to a hookah lounge and have a drink or 2
not user,Doesn’t apply to hookah lounges for those concerned
user,"I wanna smoke hookah , but I need to take my ass to bed 😩"
user,All the clubs need hookah wtf
not user,I hope these Texas niggas don't love hookah as much as ATL chy 🤕
user,Food and drinks and hookah I would be happy with that
user,"Now I’m Laying On The Couch Watching 911, Drinking Wine &amp;’ Smoking Hookah"
not user,Please. What is a hookah tip🥴
user,Rox gon find a hookah spot nomatter where she at😂
not user,@__shesofine Yeah cool nice hookah bar but make sure you wear your undergarments. I don't need your husband and I fighting people off you🤣🤣🤣🤣
not user,"Try Iconic Dokha Silver Blend. Visit https://t.co/bbKfzABrsX and experience the Worlds most powerful pipe tobacco. Smoke Less, Get More. #Iconic #Dokha #IconicDokha #Medwak #Shisha #Smoking #SmokingIsAncient #Dubai #MiddleEast #Inhale #passion #ash #repeat https://t.co/eJPqyztWdM"
not user,"From Hookah Doncic last year, Luka looks prime and all ready to go this off-season 👀 https://t.co/VUU6Whd9Xm"
user,game night at the hookah bar the move tonight?
not user,"WEDNESDAY JANUARY 26TH
""BOURBON STREET HAPPY HOUR""
BEGINS @NEYOWSOFATL WITH YOURS TRULY DJ D-ROCC!
DOORS OPEN AT 5PM
FOOD SPECIALS 
GOOD SEAFOOD...
GRILLED OYSTERS, CRAWFISH AND MORE! 
EXCELLENT DRINK SPECIALS
HOOKAH, MUSIC, 
HAPPY HOUR VIBES,
AND MOST OF ALL CELEBRATING WIT… https://t.co/Er9CrwgieH"
user,My hookah neverrrrr taste like the flavor. It tastes like straight charcoal. What am I doing wrong???
user,a candy hookah tip have me licking it and shit wtf 😭
user,the pool and my hookah is my vibe every night it’s so peaceful out there 🥰
user,"Can’t wait to go home make dinner, drink some wine and spark my hookah!"
user,i had to setup my hookah on these hoes 😭
user,"I can’t wait to light my candles and smoke my hookah, and listen to Summer album tonight"
user,@askboutliyaah Smacking da hookah and him
not user,"Pretty cool new Hookahs available.
#shisha #Hookah #vapeshop https://t.co/DpsmpPgBaE"
user,Definitely packing a hookah bowl tonight 😮‍💨 watermelon chill let’s gooooo
user,Think I’m finna go smoke my hookah by the pool
user,Damn shisha got my nails ugly af.
not user,Ghanaian Girls Prefer Shisha to Cigarette : New Report https://t.co/7L6Tqd1QhY via @ThisIsKubiLive #KubiLive
user,It’s me finding hookah tongs in my back pocket Lmaoooo
user,Smoking hookah is like drinking water out here in Houston
not user,I can't stand niggas that post 24/7 but to post up outside every night doing hookah??? Ur a gyal idc
user,"Tacos and tequila night. Hookah and a bonfire sometime this week. 

Should be nice."
user,Hookah got me dizzy already 😩😩
not user,Y’all know where COVID came from? Y’all smoking hookah! So stop that shit!! 😂😂😂
user,Hookah and Red wine. My kind of night! https://t.co/oNr4dUMnJJ
not user,"New week bliss 🙏🏽💨 
Please help RT

Small shisha pot-9k
Neon lights pot-15k
Backwoods-5k
Shisha pen-4k
Full herbs tray-20k
Crusher-5k
Coals and flavors available too💨💨

Whatsapp https://t.co/K2KCajXVXL https://t.co/c2C4yXYHw0"
not user,Dog Drake hittin the hookah in the hospital man idk idk idk
user,y’all know any hookah bars??
not user,"The Double Showerhead Percolator Water Pipe has two showerhead percolators nested one inside the other.  The 18mm connection holds your bowl or banger securely directly on top of body for big rips.
Get it @ https://t.co/jcK4ac9gH0
#waterpipe #percolator #watercooled https://t.co/pBso4lDdiZ"
user,where the shisha ?!
not user,"I see a lot of tweets about Hookah. 
I can't believe that shit is still a thing lol"
not user,My big ol baby. The best thing about California is his sheesha 😍🥺❤️ https://t.co/qadFKOFhfD
user,I need a cold one 🍺 and some hookah .
user,I just knew my portable hookah was gonna be here in time for this cruise. Hopefully it’s here in time for homecoming
not user,@WonderKing82 I don’t smoke at all but when did smoking hookah define one’s sexuality…doesn’t make sense to me
user,Hookah get me so dizzy right now ion know what to do🥴🥴
not user,50 for a hooka is crazy tho🥴
user,Lmaooooo pass me the hookah!!
user,@BAAAM92ISBACK then we end up at hookah 😌
not user,This how y’all look every weekend blowing hookah smoke to yo ig followers
user,"Making a drink, lighting my hookah and watching GOT when i get home. I didn’t even want to drink today"
not user,Bruh middle easterns bring a hookah everywhere shit is lowkey comedy 😂😂😂😂
user,I cant wait to get me a hookah for my house🥳
not user,Jay I just choked on this hookah 😂
user,I’m gonna start ordering my own hookah when I go out with my friends. I’m tired of having to pass it 😂
user,i need a sunday funday consisting of me smoking hookah &amp; being cute.
user,Hookah headaches 🥹
user,The hookah made me not hungry. I don't even want my food nomore😭😭😭
not user,You can get high off hookah now?
user,It's so weird going to a breakfast spot that doesn't have mimosas or hookah 🥴
user,I Can’t Wait To Get Home To Have A Glass Of Wine &amp;&amp; Hookah 💆🏾‍♀️
not user,Y’all niggas really be out here smoking hookah?
user,That hookah high ain’t no job
user,"Drinks and hookah? Oh yea, don’t mind if I do"
not user,"@CHOZNQ PLS RT🍾🎉 Brunch + Mimosas + Drink Specials + Hookah  #BrunchaholicsAnonymous Reservations/Info: 713.955.8946 
https://t.co/743PJgWmuB"
not user,"Why I had to miss the disco generation, all we got is brunch and hookah 😓"
user,@EliDaRuler_ Yep &amp;  where tf the hookah suppose to go ?! When I shake my ass I got to make sure I don’t spill the lemonade 🤦🏾‍♀️
not user,"@AtomicApex @JonBlum7 @AP Are those the same people who vape/use a hookah and smoke marijuana like it's going out of style?  Please, give me a break...."
user,someone took one of my hookah’s a few years ago and every time I asked for it back they always had an excuse and tell me why I seen it on a girls story a few days ago 😂😂😂
user,That hookah high ain’t no job
user,It’s giving hookah in the house and making my own tacos on taco Tuesday to afford these trips of 2023 💀
not user,I walk in the house my mama on the hookah 🤣🤣 like girl
not user,"AMERICAN LEGION: you’ll one one legion still attracting cars, El Punto is lining up, #BPD to shut it down, “damm bro i just started the hookah” #559pm"
user,Sooo my hookah fell on me while I was laying down https://t.co/6cDbzhomgL
user,"35
I’m from Houston 
Ima simple man, I drink beer🍺, cognac🥃, and occasionally smoke a hookah. 

How about you? https://t.co/ZoBy75OMdd"
user,I can’t wait to go to @bmoflythnu house so i can hookah 😂😂 https://t.co/oETGqgbSTd
user,I wanna go smoke hookah in someone’s lounge
user,I really need to stop smoking shisha.
user,@shay_hefner i’m at homeee i was drink a lil wine hitting my hookah lol
not user,bitches get around hookah and start documenting they whole night
not user,Lord can you please release the hold hookah has over my cousin.
user,I wanna smoke hookah so bad but I can’t 😩
not user,as a MAN why tf are you in a hookah bar every night??
