ID,ID_str,Text,attitude,user or not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+18,1.44E+18,"Camels, Hookah, amazing Arabic food, and sand... lots and lots of sand. #UAE https://t.co/0XCxF29YDc",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+18,1.53E+18,"The vibes yesterday w my friends were so good. Drinks, hookah , music &amp; deep conversationsðŸ¦‹ðŸ’•",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+18,1.57E+18,@Timesofgaza Time to get better actors and hookah smokers,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,Up drinking henny &amp; smoking hookah I got the club at home 😂,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60E+18,1.60E+18,As a friend your not obligated to help out but why wouldn’t you if you could?  Then y’all wonder why these single mothers b offing their self 😒 it’s more than linking up on the weekends drinking and smoking hookah. Life is real and sometimes people need help!,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+18,1.59E+18,@FemBugRT Current situation...hookah time. https://t.co/zFPfa4rzmG,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,I must smoke hookah today I haven’t for a week 😭,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39E+18,1.39E+18,@themahneconfess probably smokin hookah and watching tv😫,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,Drinks and hookah by the fire 🔥 pit on the patio,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,"Hookah all up in your brain, thoughts, and dreams 🥴 https://t.co/kOown6yyFe",negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,Why does double apple flavored shisha taste nothing like apple ever?,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55E+18,1.55E+18,Anddddd we played everything off so well last night in that hooka spot 🥰🥰❤️,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,I wanna smoke this hookah so bad damn I need some cole🥺,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+18,1.53E+18,No way we throwing hookah in the mix,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+18,1.53E+18,I really love hookah like I wanna be a fucking hookah.,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+18,1.57E+18,I’m ready to go out and recite this song while smoking hookah 😅🥹,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Where do I buy hookah flavor in Troy? 😂😂😂,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,Covid done caught up to Hookah Doncic,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.62E+18,1.62E+18,@Chococainee Frl yo like this nigga really bluffed me out tonight to go sit by himself and smoke hookah on live all night SASSY!,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38E+18,1.38E+18,I need to invest in a hookah,positive,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+18,1.42E+18,Sooo what’s the best brunch spot in Houston cause right now I have 6 on my list but I need to know what’s the BEST one with hookah ..,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Like why do I wanna smoke hookah without the lollipop tip?,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48E+18,1.48E+18,I’m a hookah whore 🤣 I love me some hookah 😩❤️,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,@12Mil_ 😭😭😭 idk but that hookah tweet was funny as shxt,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.64E+18,1.64E+18,"I want some slow braised oxtails over white rice, collard greens and mashed potatoes w hookah and Espolon right now.",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49E+18,1.49E+18,Soon as I get off I’m going for hookah 😩,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55E+18,1.55E+18,"I’ll create my own vibe at my house &amp; never leave lol. A mini bar , sound system , hookah with different flavors , games , a cute fire pit outside , etc.",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,Free Hookah me,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+18,1.56E+18,"I gotta take a mental break from Trailhead lol .. this ain’t about to stress me out on top of trying to close out the month at work tomorrow, I need a strong old fashioned and a blue berry mint hookah #MTBF",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+18,1.37E+18,It be a whole hookah lounge at my mother house. 😂😂😂,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48E+18,1.48E+18,@dehydratedluce We have Bowie in the hookah room &amp; she could not be more pure 😭,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.59E+18,1.59E+18,"@DreekAntonio I was scared was gonna fall. I said, “noooo not the hookah” 💀",neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+18,1.44E+18,Bitches in Atlanta swear they was born with the audacity lol how you hope in somebody section and smoke a hookah that DON'T belong to you bitch run me half bc at this point you need to put in,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60E+18,1.60E+18,Hookah make my toes tingle,neutral,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,@Railynnnn My kids not going anywhere that's not smoke-free period 😂 let alone hookah!,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49E+18,1.49E+18,I’m liking this lil vibe from the DJ. Got me a glass of Prosecco and my hookah,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.62E+18,1.62E+18,"@EmpowerfulMon I wouldn’t dare be up this early to go hit somebody hookah n I got my own, don’t get hype😂",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,"Buy from me💆🏾‍♀️Clears your lungs from tar and smoke prevents inflammation of the lungs for smokers….weed,cigarette,shisha,vape whatever it is you smoke👌delivery in and outside lagos…. https://t.co/E9zO2xwRkb",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,"@theajawhite If you see this, you have to do it!

Height - 5’7 (+5/8th)
Zodiac sign - Capricorn♑
Smoke? - Hookah + Sativa, when in Rome 
Piercings - 2
Tattoos - 9
Fav color - Burgundy
Fav drink - Prickly Pear Margarita
Eye color - Drk Brwn
Weakness - Communication",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+18,1.53E+18,Hookah is like the new form of crack,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,A hookah &amp;’ a drink is much needed . 😰,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,I just picked up my favorite hookah flavor I’m finna def vibe tonight,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Since NYC is ground zero for mixing hookah with everything (I sincerely blame Dominicans for this). Are restaurants doing this?,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+18,1.37E+18,Pulled up on Brandon and this nigga pulled out a hot plate to light his hookah coal 😂,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50E+18,1.50E+18,"got me and Hari dressed to go to Walmart , turn around and it’s storming outside .. guess I’m about to smoke some hookah &amp;&amp; chill out .",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,Candy hookah tips &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38E+18,1.38E+18,FINISHING SUNDAY NIGHT OFF STRONG @ MEZZO in Rhode Island folks + HOOKAH on deck ❗️❗️❗️S/O my guy @djfamous401 &amp; @thisvylyfeguy401 https://t.co/3wkyzNO3Dm,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,They made a hookah emoji for you hookah whores 😮‍💨😮‍💨😮‍💨,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,1.52E+18,#LQSaturdays At #LevelLounge w/ DJ Delio // Ladies Free + Free Hookah Till 11pm https://t.co/eon0RUOrEZ,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50E+18,1.50E+18,"1 dead, 13 others wounded following shooting at Las Vegas hookah lounge

https://t.co/LKYN1laAWH",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,"@NeonBitties @arabpunkz Shisha, belly dance and all my cousins… couldn’t be different. Yallah 🙌🚀 lfg",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39E+18,1.39E+18,I wanna go to the hookah lounge 😫,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,Chillin smokin hookah,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,@TheShadeRoom Hookah is a middle eastern tradition…. Not for baddies . Get the fuck on,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,Lmao I’m up smoking hookah bruh I hate myself rn,negative,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,I wanna open up a hookah lounge my shit would be so fire and a vibe,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,hookah is not for me,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Hookah &amp; Stella Rose 🙃,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+18,1.42E+18,Hookah at 12:50 AM.,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+18,1.42E+18,"Hookah vibes tonight + good music 

416 W 7th street downtown LR",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,Bought myself a new hookah yesterday 😊,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+18,1.44E+18,Little red cup and a little bit of hookah,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48E+18,1.48E+18,"Pls know that if yall see me out anymore its not on my dime. I have hookah, wine, and food at the house lol",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,The Hookah lounge going up,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55E+18,1.55E+18,I love when dream and nightmares come on i be havin the hookah the wholeeee time😂,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46E+18,1.46E+18,"@_bossbitch96 SAME! I hate hookah, that shit make my head hurt soooo bad",negative,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Taylor Port and Hookah really made a comeback. I’m shocked and glad I’m too old too relive that level of  basic again 😭,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45E+18,1.45E+18,Hookah as well.,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50E+18,1.50E+18,I don’t trust a soul who put their hands on the ground in a hookah bar,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54E+18,1.54E+18,"seafood and hookah today, my soul feel better😊",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+18,1.53E+18,Exactly on hookah drinking Casamigo &amp; fucking on your homie these Niggas need get on they job,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+18,1.56E+18,hookah and wine type of night feeling good,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60E+18,1.60E+18,My hookah so loud when munch sleep like shut up😂😂😂,neutral,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+18,1.56E+18,My first time smoking hookah n it’s ok tbh😭,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+18,1.42E+18,"Ima still go to dyckman cause where ima take a shorty that love sushi, hookah and that teke teke....",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,To anyone: Harlem hookah giving out turkeys and having a toy drive today,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46E+18,1.46E+18,"who tryna go get 
some hookah rq",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,"@MrGee54 I was about to trip until I saw her age in her bio and it makes sense. At that age now all they wanna do is pop percs, smoke hookah, go to bars and listen to Lil Baby. Any small talk would aggravate them 🤣🤣🤣🤣",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,1.51E+18,@infamousbtw Bad take + lamps can’t even confused with hookah 😐,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38E+18,1.38E+18,@stokesFirm Well that's basically everywhere now lol. Which is crazy. They need to regulate it and go back to just hookah lounges having it.,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,@sweetambiie In your hookah? Lol,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,The vision of @JustRomeoG mom in the club with a hookah in front of her waiting for him to come back to the table is pretty damn funny. She might still be there waiting for him.,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+18,1.37E+18,@DarkBrownie_ yess hookah and drinks sooon,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,@KBSAIDIT it’s the girl with the hookah in her hand for me 😂😂😂😂😂🤣🤣🤣🤣,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,i just want ths man &amp; some hookah 🥱,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46E+18,1.46E+18,Not me throwing ass to Tems at a random hookah bar in Hinseville 😂,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,"Tonight we doin that happy hour thing at @nubia.houston come thru for some good drink specials, hookah, and food! #alwazeguhd #soulcontrol @ Houston, Texas https://t.co/tA1WFrjTFq",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.38E+18,1.38E+18,Hookah &amp; wine💕,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,1.51E+18,"The moves for tonight: Allure Jazz cigar lounge de Soto Texas, CJ Hookah‘s North Dallas Texas…. 7 to 2, 2 to 6… Pick your spot accordingly. “30 miles apart“ #teamdjphil forever @ Dallas, Texas https://t.co/9ConToA0ZT",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,"R&amp;B was special when essentially EVERYBODY came from the church
Now they just come from broken homes and hookah bars🙄",negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60E+18,1.60E+18,@therealrayp you &amp; this hookah 😂😂,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,Light that mf’n hookah!!,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49E+18,1.49E+18,THE HOOKAH 😩😩😂😂😂,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,"@Pochayhontas especially in the states. if the spot you at use this hookah and quicklight coals. dont smoke it. You can’t fully clean these mad nasty shit get stuck in there.

When you went to Morocco it’s apart of they culture so they make it properly with high quality cleanable hookahs https://t.co/CRNboMMFCn",negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46E+18,1.46E+18,I’m addicted to hookah 🥴🥴,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.42E+18,1.42E+18,@StopSmackn I’m not trynna come drink I’m trynna make some money lol y’all hiring for hookah or bottle girls 👀👀👀👀,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,I done brought a hookah 😭,neutral,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,"Doing hookah during Covid is some wild shit IMO. &amp; Don't hit me w/ that ""but y'all will smoke a blunt"" bullshit either cause y'all not getting high, you just sharing vapor &amp; spit in a pandemic.",negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.58E+18,1.58E+18,@____armani “Doing” hookah is wild 😭😭😭😂😂😭,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54E+18,1.54E+18,I was seeing who was up to drive by the hookah spot 😭😭 y’all are insane,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45E+18,1.45E+18,@obeyyurTHURST Me af then next thing you know I got a patron margarita in one hand and hookah in the other.,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,My shorty so old he talmbout he “doing hookah” unc that’s not what it’s called baby. It’s smoking hookah.,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,@illuminatedMu I'm grown ass ppl doing it lol. Only socially tho. I have a while hookah at home and don't use it,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55E+18,1.55E+18,I Need Me A New Hookah Pen,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.52E+18,1.52E+18,"Finna order me some take out, get a bottle of tequila, fire up the hookah, and just vibe out in the house tonight!!!",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.55E+18,1.55E+18,@S__KETC @IanDJbrown2 @JsharkJill @BrknMan @jasoncloninger @Galileo62303273 @johnson_wrjohn1 @CCross1776 @MartinBrampton @nick_advice @Stephen90045069 @HenrikHindby @joe_possibly @DarkwingBeezWax @DickMackintosh @Tcaddy5 @ianbrow97534170 @markp1950 @deirdreritchi10 @LeopoldDilge @KeillerDon @gueatcn @IanHugh07940666 @WayneAllanH @freddie07068768 @soph_rainbow1 @DawnTJ90 @ben8beans @MikeDel21893959 @EasySimon @IngersolRobert @C0RRECT1ON @chimera414 @mikeworkman @JohnPisulaMBA @mike_maric @OffGridTech_net @IcnirpMick @cjtjgeol @barleyNo2 @Dirmagnos @Tark4Real @weberj502 @LarsNewbould @HumbugSonof @docca75 @LesJohnsonHrvat @drfeedbacker @JosieLe62818667 @Barrtecforever Uh oh. Borry will get mad at you for posting these photos without attribution of their provenance and peer-review of the flood height dates.,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54E+18,1.54E+18,I think I like hooka and vapes more then weed idk what’s wrong with me,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+18,1.57E+18,"Vintage double hose with external first stage, hookah style. My new favorite scuba config! Are you a gear nerd like me? Let's hook up (pun intended 😆) Just follow my link 😉 https://t.co/BsCLWdcqao",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39E+18,1.39E+18,"LISTEN: Children as young as 12 can now get Pfizer's COVID-19 vaccine, but it may be hard to convince some parents to let them. NPR's Mary Louise Kelly and pediatrician Dr. Sally Goza discuss this hesitancy. https://t.co/4ayukGuqGF",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,"That Hookah be killing budgets, man. I get it.",positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,"ALL HOOAK HOOKAH GIRLS COME FOR INTERVIEWS WILL NEED A PHOTO AND RESUMÈ !! 

I will take great recommendations as well !! 

Talk to me nice !",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.54E+18,1.54E+18,It’s time to put the hookah and casamigos down and wake the hell up…(well after this weekend but y’all get my drift 🌚),negative,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51E+18,1.51E+18,"If that man don’t ask you to be his gf by April 25th, gone head and get ready for your hot girl hookah summer.",other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+18,1.41E+18,I think I’m finna buy a hookah set for my house I just think that’ll be such a vibe,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,I wanna smoke hookah 🥺😩 https://t.co/7rgpEt0b3K,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45E+18,1.45E+18,"😂😂😂 Lawd she skip church , just to go to shisha lmaooo smh",neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,I made my mom dinner well she ate mine— that’s why when she try to do hookah she started choking … go home sis that was your sign 💜 https://t.co/sP9RDFRaLx,other,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.56E+18,1.56E+18,"@iMarketED Dawg, hookah lounges are like gas stations out here 😂",neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43E+18,1.43E+18,::passes hookah to furthest hand:: https://t.co/ff9SEoFgqM,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.63E+18,1.63E+18,My boyfriend leaves the house to go kick it I go on ig &amp; stay drinks and hookah ? Lol he calls me screaming in the phone lmaooo boy go to hell.,other,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+18,1.44E+18,@LightsPlease___ Lol its a hookah cup lol it works,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.61E+18,1.61E+18,Man my brother and sister crib so crazy they built a full hookah bar in they crib 🤣,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.57E+18,1.57E+18,As a man why tf are you doing hookah?,negative,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+18,1.47E+18,@Str8fam1ly Nope they can fix a hookah better than they cook 😂😂😂😂,neutral,not user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.40E+18,1.40E+18,I’m sad I should’ve got some hookah lolis,positive,user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
